HostName,RequestType,Name,ResponseTime,ResponseLength,Status
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,481.11470000003465,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,534.3510999809951,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,432.41280000074767,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,450.8381999912672,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,547.4258000031114,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,518.3853000053205,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,480.4234000039287,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,292.7553000045009,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,500.54090001503937,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,468.09740000753663,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,415.4442000144627,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,569.6059000038076,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,305.4429999901913,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,505.9668999747373,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,420.69420000188984,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,416.9040000124369,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,455.11539999279194,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,451.9377999822609,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,501.15540000842884,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,576.0468000080436,92779,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,311.9363999867346,25446,PASS
